0502010101,1,2002105863,2.7
0502010101,2,2002105289,2.6
0502010101,3,2002102056,20.2
0502010101,4,2002100609,40
0502010101,5,2002104233,7.5
0502010101,6,2002109400,84.7
0502010101,7,2002102497,4.5
0502010101,8,2002102817,33.1
0502010101,9,2002100875,30.4
0502010102,1,2002104557,1.2
0502010102,2,2002100197,36.4
0502010102,3,2002109346,12.9
0502010102,4,2002105518,87.7
0502010102,5,2002102923,9.2
0502010102,6,2002104520,127.5
0502010102,7,2002104524,14.2
0502010102,8,2002100261,17.2
0502010102,9,2002103183,36.5
0502010102,10,2002104262,68.8
0502010102,11,2002101872,64.4
0502010102,12,2002106039,106.8
0502010103,1,2002105263,1.5
0502010103,2,2002103352,64.5
0502010103,3,2002100307,23.8
0502010103,4,2002110205,21.6
0502010103,5,2002110057,9.4
0502010103,6,2002101092,115.8
0502010103,7,2002104753,70
0502010103,8,2002103173,123.3
0502010103,9,2002105317,5
0502010103,10,2002104337,11
0502010103,11,2002103843,118.7
0502010103,12,2002109098,202.8
0502010103,13,2002110219,39.5
0502010104,1,2002106034,6
0502010104,2,2002100466,6.6
0502010104,3,2002105172,14.1
0502010104,4,2002102784,20.8
0502010104,5,2002103285,53.8
0502010104,6,2002105248,4
0502010104,7,2002102558,397.6
0502010104,8,2002104394,3.3
0502010104,9,2002100325,11.7
0502010104,10,2002100579,23.3
0502010104,11,2002100768,40.6
0502010104,12,2002102288,75.1
0502010104,13,2002102274,509.5
0502010104,14,2002103239,102.8
0502010104,15,2002103099,16.7
0502010104,16,2002106240,314.4
0502010105,1,2003106477,1.3
0502010105,2,2003100892,32.1
0502010105,3,2003105131,20.8
0502010105,4,2003105299,25
0502010105,5,2003101261,8.1
0502010105,6,2003106531,9.5
0502010105,7,2003105172,17.1
0502010105,8,2003103477,98.9
0502010105,9,2003101097,79.8
0502010105,10,2003105768,33.8
0502010105,取消,2003103242,-
0502010106,1,2002110037,22.8
0502010106,2,2002103018,7
0502010106,3,2002102343,2
0502010106,4,2002101367,21.2
0502010106,5,2002101085,42.3
0502010106,6,2002104940,197.5
0502010106,7,2002102633,37.1
0502010106,8,2002110170,109.7
0502010106,9,2002104462,535.3
0502010106,10,2002107005,93.4
0502010106,11,2002100320,54.4
0502010106,12,2002107475,28.9
0502010106,13,2002110034,3.4
0502010106,14,2002102347,212.9
0502010106,15,2002100061,15.2
0502010106,16,2002107260,98.4
0502010107,1,2002107096,5.4
0502010107,2,2000104281,3.2
0502010107,3,2001110247,9.2
0502010107,4,2001107349,58.7
0502010107,5,2001110217,15.3
0502010107,6,2002110133,4.8
0502010107,7,2001110206,56.1
0502010107,8,2001100748,38.5
0502010107,9,2001100367,40.7
0502010107,10,2000110238,18.4
0502010107,11,2001105200,83.4
0502010107,12,2001106577,4.4
0502010108,1,2002101312,23.4
0502010108,2,2001103235,1.7
0502010108,3,2001103902,7.4
0502010108,4,2001102066,6
0502010108,5,2000105654,17.7
0502010108,6,2000102211,8.8
0502010108,7,2001105659,223.5
0502010108,8,2000103744,116.2
0502010108,9,2002106259,14.6
0502010108,10,1999103927,109.7
0502010108,11,2002106597,36.7
0502010108,12,2002106844,65.9
0502010108,13,2002105208,61.4
0502010109,1,2000101444,1.9
0502010109,2,2002100908,4.8
0502010109,3,2000101313,18.1
0502010109,4,2000102226,16.3
0502010109,5,2001105404,12.5
0502010109,6,2001102104,50.2
0502010109,7,2000100944,56.9
0502010109,8,2000100107,11.3
0502010109,9,1999104160,21.4
0502010109,10,2002103112,12.2
0502010109,11,2000105059,203.9
0502010109,12,2002107018,79.2
0502010109,13,2002106417,36.6
0502010109,14,2000100027,36.4
0502010109,15,2001106428,227.2
0502010110,1,2001106700,1.7
0502010110,2,1999106609,5.4
0502010110,3,2000104348,5.2
0502010110,4,2002104783,15.2
0502010110,5,2001100431,9.9
0502010110,6,2002103621,39.8
0502010110,7,1998103198,24
0502010110,8,2000100178,77.8
0502010110,9,2000101794,45.8
0502010110,10,2001105931,232.4
0502010111,1,2000101541,17.8
0502010111,2,1998103351,5
0502010111,3,2001103325,2.3
0502010111,4,2000106193,406
0502010111,5,2000107598,17.2
0502010111,6,2002105416,55.4
0502010111,7,1999101565,228.7
0502010111,8,2000105971,153.2
0502010111,9,2002110088,4
0502010111,10,2001100512,21.4
0502010111,11,1999105313,148
0502010111,12,2002102261,64.3
0502010111,13,2001107023,40.5
0502010111,14,2001101914,8.8
0502010111,15,2000101717,150.8
0502010201,1,2002107311,8.1
0502010201,2,2002102696,37.9
0502010201,3,2002105254,4
0502010201,4,2002101533,3.3
0502010201,5,2002106544,4.8
0502010201,6,2002103310,153.1
0502010201,7,2002104994,255.4
